178,885,0.000253,-0.000111,-0.000143,0.000033,0.000079,-0.000112,-103.866051,-162.569656,266.425385,0.000116,0.000037,0.000037
179,890,0.000262,-0.000125,-0.000137,0.000101,-0.000010,-0.000090,-107.252899,-159.809738,267.053192,0.000119,0.000039,0.000039
180,895,0.000255,-0.000121,-0.000135,0.000073,0.000022,-0.000095,-110.371147,-157.367142,267.729645,0.000123,0.000040,0.000040
181,900,0.000239,-0.000103,-0.000136,-0.000018,0.000141,-0.000122,-114.153000,-154.023148,268.168304,0.000127,0.000041,0.000041
182,905,0.000231,-0.000096,-0.000136,-0.000060,0.000200,-0.000140,-118.647598,-149.660355,268.300934,0.000131,0.000043,0.000043
183,910,0.000238,-0.000106,-0.000132,0.000000,0.000127,-0.000127,-123.004150,-145.357498,268.355438,0.000135,0.000044,0.000044
184,915,0.000249,-0.000123,-0.000125,0.000085,0.000017,-0.000102,-126.504807,-142.073898,268.573364,0.000139,0.000045,0.000045
185,920,0.000247,-0.000126,-0.000122,0.000089,0.000009,-0.000098,-129.438858,-139.479691,268.914062,0.000143,0.000047,0.000047
186,925,0.000232,-0.000110,-0.000123,0.000008,0.000113,-0.000121,-132.790192,-136.311996,269.098602,0.000147,0.000048,0.000048
187,930,0.000220,-0.000097,-0.000124,-0.000060,0.000206,-0.000145,-136.970596,-131.991653,268.959503,0.000151,0.000049,0.000049
188,935,0.000223,-0.000102,-0.000121,-0.000029,0.000171,-0.000142,-141.305099,-127.349945,268.653168,0.000155,0.000051,0.000051
189,940,0.000234,-0.000119,-0.000114,0.000062,0.000055,-0.000117,-144.915405,-123.543251,268.457642,0.000159,0.000052,0.000052
190,945,0.000237,-0.000128,-0.000110,0.000098,0.000006,-0.000104,-147.757492,-120.674149,268.431549,0.000163,0.000054,0.000054
191,950,0.000225,-0.000116,-0.000110,0.000035,0.000085,-0.000120,-150.698105,-117.644051,268.342865,0.000167,0.000055,0.000055
192,955,0.000210,-0.000099,-0.000111,-0.000049,0.000197,-0.000148,-154.461548,-113.487450,267.950653,0.000171,0.000057,0.000057
193,960,0.000208,-0.000098,-0.000110,-0.000051,0.000205,-0.000155,-158.670654,-108.638802,267.312012,0.000175,0.000058,0.000058
194,965,0.000218,-0.000114,-0.000104,0.000033,0.000100,-0.000134,-162.358505,-104.348053,266.709991,0.000179,0.000059,0.000059
195,970,0.000225,-0.000126,-0.000099,0.000098,0.000015,-0.000113,-165.173050,-101.118149,266.295563,0.000183,0.000061,0.000061
196,975,0.000218,-0.000121,-0.000097,0.000062,0.000059,-0.000121,-167.770142,-98.132652,265.908112,0.000188,0.000062,0.000062
